k,d,max_steps,n,acc
2,48,1,4096,0.9975
2,48,1,65536,0.9703125
2,48,1,1048576,0.8453776041666666
2,48,2,256,1.0
2,48,2,4096,0.9990625
2,48,2,65536,0.9859375
2,48,2,1048576,0.8994140625
2,48,4,256,1.0
2,48,4,4096,0.99875
2,48,4,65536,0.986875
2,48,4,1048576,0.9039713541666666
2,48,64,256,1.0
2,48,64,4096,0.9990625
2,48,64,65536,0.982780612244898
2,48,64,1048576,0.8934027777777778
2,64,1,256,1.0
2,64,1,4096,0.9996875
2,64,1,65536,1.0
2,64,1,1048576,0.9934895833333334
2,64,2,256,0.9996936274509803
2,64,2,4096,1.0
2,64,2,65536,0.9996875
2,64,2,1048576,0.9983723958333334
2,64,4,256,1.0
2,64,4,4096,1.0
2,64,4,65536,1.0
2,64,4,1048576,0.9983723958333334
2,64,64,256,1.0
2,64,64,4096,1.0
2,64,64,65536,0.9993622448979592
2,64,64,1048576,0.996875
2,80,1,256,1.0
2,80,1,4096,1.0
2,80,1,65536,1.0
2,80,1,1048576,1.0
2,80,2,256,1.0
2,80,2,4096,1.0
2,80,2,65536,1.0
2,80,2,1048576,1.0
2,80,4,256,1.0
2,80,4,4096,1.0
2,80,4,65536,1.0
2,80,4,1048576,1.0
2,80,64,256,1.0
2,80,64,4096,1.0
2,80,64,65536,1.0
2,80,64,1048576,1.0
2,96,1,256,1.0
2,96,1,4096,1.0
2,96,1,65536,1.0
2,96,1,1048576,1.0
2,96,2,256,1.0
2,96,2,4096,1.0
2,96,2,65536,1.0
2,96,2,1048576,1.0
2,96,4,256,1.0
2,96,4,4096,1.0
2,96,4,65536,1.0
2,96,4,1048576,1.0
2,96,64,256,1.0
2,96,64,4096,1.0
2,96,64,65536,1.0
2,96,64,1048576,1.0
2,112,1,256,1.0
2,112,1,4096,1.0
2,112,1,65536,1.0
2,112,1,1048576,1.0
2,112,2,256,1.0
2,112,2,4096,1.0
2,112,2,65536,1.0
2,112,2,1048576,1.0
2,112,4,256,1.0
2,112,4,4096,1.0
2,112,4,65536,1.0
2,112,4,1048576,1.0
2,112,64,256,1.0
2,112,64,4096,1.0
2,112,64,65536,1.0
2,112,64,1048576,1.0
2,128,1,256,1.0
2,128,1,4096,1.0
2,128,1,65536,1.0
2,128,1,1048576,1.0
2,128,2,256,1.0
2,128,2,4096,1.0
2,128,2,65536,1.0
2,128,2,1048576,1.0
2,128,4,256,1.0
2,128,4,4096,1.0
2,128,4,65536,1.0
2,128,4,1048576,1.0
2,128,64,256,1.0
2,128,64,4096,1.0
2,128,64,65536,1.0
2,128,64,1048576,1.0
2,144,1,256,1.0
2,144,1,4096,1.0
2,144,1,65536,1.0
2,144,1,1048576,1.0
2,144,2,256,1.0
2,144,2,4096,1.0
2,144,2,65536,1.0
2,144,2,1048576,1.0
2,144,4,256,1.0
2,144,4,4096,1.0
2,144,4,65536,1.0
2,144,4,1048576,1.0
2,144,64,256,1.0
2,144,64,4096,1.0
2,144,64,65536,1.0
2,144,64,1048576,1.0
2,160,1,256,1.0
2,160,1,4096,1.0
2,160,1,65536,1.0
2,160,1,1048576,1.0
2,160,2,256,1.0
2,160,2,4096,1.0
2,160,2,65536,1.0
2,160,2,1048576,1.0
2,160,4,256,1.0
2,160,4,4096,1.0
2,160,4,65536,1.0
2,160,4,1048576,1.0
2,160,64,256,1.0
2,160,64,4096,1.0
2,160,64,65536,1.0
2,160,64,1048576,1.0
2,176,1,256,1.0
2,176,1,4096,1.0
2,176,1,65536,1.0
2,176,1,1048576,1.0
2,176,2,256,1.0
2,176,2,4096,1.0
2,176,2,65536,1.0
2,176,2,1048576,1.0
2,176,4,256,1.0
2,176,4,4096,1.0
2,176,4,65536,1.0
2,176,4,1048576,1.0
2,176,64,256,1.0
2,176,64,4096,1.0
2,176,64,65536,1.0
2,176,64,1048576,1.0
2,192,1,256,1.0
2,192,1,4096,1.0
2,192,1,65536,1.0
2,192,1,1048576,1.0
2,192,2,256,1.0
2,192,2,4096,1.0
2,192,2,65536,1.0
2,192,2,1048576,1.0
2,192,4,256,1.0
2,192,4,4096,1.0
2,192,4,65536,1.0
2,192,4,1048576,1.0
2,192,64,256,1.0
2,192,64,4096,1.0
2,192,64,65536,1.0
2,192,64,1048576,1.0
2,208,1,256,1.0
2,208,1,4096,1.0
2,208,1,65536,1.0
2,208,1,1048576,1.0
2,208,2,256,1.0
2,208,2,4096,1.0
2,208,2,65536,1.0
2,208,2,1048576,1.0
2,208,4,256,1.0
2,208,4,4096,1.0
2,208,4,65536,1.0
2,208,4,1048576,1.0
2,208,64,256,1.0
2,208,64,4096,1.0
2,208,64,65536,1.0
2,208,64,1048576,1.0
2,224,1,256,1.0
2,224,1,4096,1.0
2,224,1,65536,1.0
2,224,1,1048576,1.0
2,224,2,256,1.0
2,224,2,4096,1.0
2,224,2,65536,1.0
2,224,2,1048576,1.0
2,224,4,256,1.0
2,224,4,4096,1.0
2,224,4,65536,1.0
2,224,4,1048576,1.0
2,224,64,256,1.0
2,224,64,4096,1.0
2,224,64,65536,1.0
2,224,64,1048576,1.0
2,240,1,256,1.0
2,240,1,4096,1.0
2,240,1,65536,1.0
2,240,1,1048576,1.0
2,240,2,256,1.0
2,240,2,4096,1.0
2,240,2,65536,1.0
2,240,2,1048576,1.0
2,240,4,256,1.0
2,240,4,4096,1.0
2,240,4,65536,1.0
2,240,4,1048576,1.0
2,240,64,256,1.0
2,240,64,4096,1.0
2,240,64,65536,1.0
2,240,64,1048576,1.0
2,256,1,256,1.0
2,256,1,4096,1.0
2,256,1,65536,1.0
2,256,1,1048576,1.0
2,256,2,256,1.0
2,256,2,4096,1.0
2,256,2,65536,1.0
2,256,2,1048576,1.0
2,256,4,256,1.0
2,256,4,4096,1.0
2,256,4,65536,1.0
2,256,4,1048576,1.0
2,256,64,256,1.0
2,256,64,4096,1.0
2,256,64,65536,1.0
2,256,64,1048576,1.0
2,272,1,256,1.0
2,272,1,4096,1.0
2,272,1,65536,1.0
2,272,1,1048576,1.0
2,272,2,256,1.0
2,272,2,4096,1.0
2,272,2,65536,1.0
2,272,2,1048576,1.0
2,272,4,256,1.0
2,272,4,4096,1.0
2,272,4,65536,1.0
2,272,4,1048576,1.0
2,272,64,256,1.0
2,272,64,4096,1.0
2,272,64,65536,1.0
2,272,64,1048576,1.0
2,288,1,256,1.0
2,288,1,4096,1.0
2,288,1,65536,1.0
2,288,1,1048576,1.0
2,288,2,256,1.0
2,288,2,4096,1.0
2,288,2,65536,1.0
2,288,2,1048576,1.0
2,288,4,256,1.0
2,288,4,4096,1.0
2,288,4,65536,1.0
2,288,4,1048576,1.0
2,288,64,256,1.0
2,288,64,4096,1.0
2,288,64,65536,1.0
2,288,64,1048576,1.0
2,304,1,256,1.0
2,304,1,4096,1.0
2,304,1,65536,1.0
2,304,1,1048576,1.0
2,304,2,256,1.0
2,304,2,4096,1.0
2,304,2,65536,1.0
2,304,2,1048576,1.0
2,304,4,256,1.0
2,304,4,4096,1.0
2,304,4,65536,1.0
2,304,4,1048576,1.0
2,304,64,256,1.0
2,304,64,4096,1.0
2,304,64,65536,1.0
2,304,64,1048576,1.0
2,320,1,256,1.0
2,320,1,4096,1.0
2,320,1,65536,1.0
2,320,1,1048576,1.0
2,320,2,256,1.0
2,320,2,4096,1.0
2,320,2,65536,1.0
2,320,2,1048576,1.0
2,320,4,256,1.0
2,320,4,4096,1.0
2,320,4,65536,1.0
2,320,4,1048576,1.0
2,320,64,256,1.0
2,320,64,4096,1.0
2,320,64,65536,1.0
2,320,64,1048576,1.0
2,336,1,256,1.0
2,336,1,4096,1.0
2,336,1,65536,1.0
2,336,1,1048576,1.0
2,336,2,256,1.0
2,336,2,4096,1.0
2,336,2,65536,1.0
2,336,2,1048576,1.0
2,336,4,256,1.0
2,336,4,4096,1.0
2,336,4,65536,1.0
2,336,4,1048576,1.0
2,336,64,256,1.0
2,336,64,4096,1.0
2,336,64,65536,1.0
2,336,64,1048576,1.0
2,352,1,256,1.0
2,352,1,4096,1.0
2,352,1,65536,1.0
2,352,1,1048576,1.0
2,352,2,256,1.0
2,352,2,4096,1.0
2,352,2,65536,1.0
2,352,2,1048576,1.0
2,352,4,256,1.0
2,352,4,4096,1.0
2,352,4,65536,1.0
2,352,4,1048576,1.0
2,352,64,256,1.0
2,352,64,4096,1.0
2,352,64,65536,1.0
2,352,64,1048576,1.0
2,368,1,256,1.0
2,368,1,4096,1.0
2,368,1,65536,1.0
2,368,1,1048576,1.0
2,368,2,256,1.0
2,368,2,4096,1.0
2,368,2,65536,1.0
2,368,2,1048576,1.0
2,368,4,256,1.0
2,368,4,4096,1.0
2,368,4,65536,1.0
2,368,4,1048576,1.0
2,368,64,256,1.0
2,368,64,4096,1.0
2,368,64,65536,1.0
2,368,64,1048576,1.0
2,384,1,256,1.0
2,384,1,4096,1.0
2,384,1,65536,1.0
2,384,1,1048576,1.0
2,384,2,256,1.0
2,384,2,4096,1.0
2,384,2,65536,1.0
2,384,2,1048576,1.0
2,384,4,256,1.0
2,384,4,4096,1.0
2,384,4,65536,1.0
2,384,4,1048576,1.0
2,384,64,256,1.0
2,384,64,4096,1.0
2,384,64,65536,1.0
2,384,64,1048576,1.0
2,400,1,256,1.0
2,400,1,4096,1.0
2,400,1,65536,1.0
2,400,1,1048576,1.0
2,400,2,256,1.0
2,400,2,4096,1.0
2,400,2,65536,1.0
2,400,2,1048576,1.0
2,400,4,256,1.0
2,400,4,4096,1.0
2,400,4,65536,1.0
2,400,4,1048576,1.0
2,400,64,256,1.0
2,400,64,4096,1.0
2,400,64,65536,1.0
2,400,64,1048576,1.0
2,416,1,256,1.0
2,416,1,4096,1.0
2,416,1,65536,1.0
2,416,1,1048576,1.0
2,416,2,256,1.0
2,416,2,4096,1.0
2,416,2,65536,1.0
2,416,2,1048576,1.0
2,416,4,256,1.0
2,416,4,4096,1.0
2,416,4,65536,1.0
2,416,4,1048576,1.0
2,416,64,256,1.0
2,416,64,4096,1.0
2,416,64,65536,1.0
2,416,64,1048576,1.0
2,432,1,256,1.0
2,432,1,4096,1.0
2,432,1,65536,1.0
2,432,1,1048576,1.0
2,432,2,256,1.0
2,432,2,4096,1.0
2,432,2,65536,1.0
2,432,2,1048576,1.0
2,432,4,256,1.0
2,432,4,4096,1.0
2,432,4,65536,1.0
2,432,4,1048576,1.0
2,432,64,256,1.0
2,432,64,4096,1.0
2,432,64,65536,1.0
2,432,64,1048576,1.0
2,448,1,256,1.0
2,448,1,4096,1.0
2,448,1,65536,1.0
2,448,1,1048576,1.0
2,448,2,256,1.0
2,448,2,4096,1.0
2,448,2,65536,1.0
2,448,2,1048576,1.0
2,448,4,256,1.0
2,448,4,4096,1.0
2,448,4,65536,1.0
2,448,4,1048576,1.0
2,448,64,256,1.0
2,448,64,4096,1.0
2,448,64,65536,1.0
2,448,64,1048576,1.0
2,464,1,256,1.0
2,464,1,4096,1.0
2,464,1,65536,1.0
2,464,1,1048576,1.0
2,464,2,256,1.0
2,464,2,4096,1.0
2,464,2,65536,1.0
2,464,2,1048576,1.0
2,464,4,256,1.0
2,464,4,4096,1.0
2,464,4,65536,1.0
2,464,4,1048576,1.0
2,464,64,256,1.0
2,464,64,4096,1.0
2,464,64,65536,1.0
2,464,64,1048576,1.0
2,480,1,256,1.0
2,480,1,4096,1.0
2,480,1,65536,1.0
2,480,1,1048576,1.0
2,480,2,256,1.0
2,480,2,4096,1.0
2,480,2,65536,1.0
2,480,2,1048576,1.0
2,480,4,256,1.0
2,480,4,4096,1.0
2,480,4,65536,1.0
2,480,4,1048576,1.0
2,480,64,256,1.0
2,480,64,4096,1.0
2,480,64,65536,1.0
2,480,64,1048576,1.0
2,496,1,256,1.0
2,496,1,4096,1.0
2,496,1,65536,1.0
2,496,1,1048576,1.0
2,496,2,256,1.0
2,496,2,4096,1.0
2,496,2,65536,1.0
2,496,2,1048576,1.0
2,496,4,256,1.0
2,496,4,4096,1.0
2,496,4,65536,1.0
2,496,4,1048576,1.0
2,496,64,256,1.0
2,496,64,4096,1.0
2,496,64,65536,1.0
2,496,64,1048576,1.0
2,512,1,256,1.0
2,512,1,4096,1.0
2,512,1,65536,1.0
2,512,1,1048576,1.0
2,512,2,256,1.0
2,512,2,4096,1.0
2,512,2,65536,1.0
2,512,2,1048576,1.0
2,512,4,256,1.0
2,512,4,4096,1.0
2,512,4,65536,1.0
2,512,4,1048576,1.0
2,512,64,256,1.0
2,512,64,4096,1.0
2,512,64,65536,1.0
2,512,64,1048576,1.0
2,528,1,256,1.0
2,528,1,4096,1.0
2,528,1,65536,1.0
2,528,1,1048576,1.0
2,528,2,256,1.0
2,528,2,4096,1.0
2,528,2,65536,1.0
2,528,2,1048576,1.0
2,528,4,256,1.0
2,528,4,4096,1.0
2,528,4,65536,1.0
2,528,4,1048576,1.0
2,528,64,256,1.0
2,528,64,4096,1.0
2,528,64,65536,1.0
2,528,64,1048576,1.0
2,544,1,256,1.0
2,544,1,4096,1.0
2,544,1,65536,1.0
2,544,1,1048576,1.0
2,544,2,256,1.0
2,544,2,4096,1.0
2,544,2,65536,1.0
2,544,2,1048576,1.0
2,544,4,256,1.0
2,544,4,4096,1.0
2,544,4,65536,1.0
2,544,4,1048576,1.0
2,544,64,256,1.0
2,544,64,4096,1.0
2,544,64,65536,1.0
2,544,64,1048576,1.0
2,560,1,256,1.0
2,560,1,4096,1.0
2,560,1,65536,1.0
2,560,1,1048576,1.0
2,560,2,256,1.0
2,560,2,4096,1.0
2,560,2,65536,1.0
2,560,2,1048576,1.0
2,560,4,256,1.0
2,560,4,4096,1.0
2,560,4,65536,1.0
2,560,4,1048576,1.0
2,560,64,256,1.0
2,560,64,4096,1.0
2,560,64,65536,1.0
2,560,64,1048576,1.0
2,576,1,256,1.0
2,576,1,4096,1.0
2,576,1,65536,1.0
2,576,1,1048576,1.0
2,576,2,256,1.0
2,576,2,4096,1.0
2,576,2,65536,1.0
2,576,2,1048576,1.0
2,576,4,256,1.0
2,576,4,4096,1.0
2,576,4,65536,1.0
2,576,4,1048576,1.0
2,576,64,256,1.0
2,576,64,4096,1.0
2,576,64,65536,1.0
2,576,64,1048576,1.0
2,592,1,256,1.0
2,592,1,4096,1.0
2,592,1,65536,1.0
2,592,1,1048576,1.0
2,592,2,256,1.0
2,592,2,4096,1.0
2,592,2,65536,1.0
2,592,2,1048576,1.0
2,592,4,256,1.0
2,592,4,4096,1.0
2,592,4,65536,1.0
2,592,4,1048576,1.0
2,592,64,256,1.0
2,592,64,4096,1.0
2,592,64,65536,1.0
2,592,64,1048576,1.0
2,608,1,256,1.0
2,608,1,4096,1.0
2,608,1,65536,1.0
2,608,1,1048576,1.0
2,608,2,256,1.0
2,608,2,4096,1.0
2,608,2,65536,1.0
2,608,2,1048576,1.0
2,608,4,256,1.0
2,608,4,4096,1.0
2,608,4,65536,1.0
2,608,4,1048576,1.0
2,608,64,256,1.0
2,608,64,4096,1.0
2,608,64,65536,1.0
2,608,64,1048576,1.0
2,624,1,256,1.0
2,624,1,4096,1.0
2,624,1,65536,1.0
2,624,1,1048576,1.0
2,624,2,256,1.0
2,624,2,4096,1.0
2,624,2,65536,1.0
2,624,2,1048576,1.0
2,624,4,256,1.0
2,624,4,4096,1.0
2,624,4,65536,1.0
2,624,4,1048576,1.0
2,624,64,256,1.0
2,624,64,4096,1.0
2,624,64,65536,1.0
2,624,64,1048576,1.0
2,640,1,256,1.0
2,640,1,4096,1.0
2,640,1,65536,1.0
2,640,1,1048576,1.0
2,640,2,256,1.0
2,640,2,4096,1.0
2,640,2,65536,1.0
2,640,2,1048576,1.0
2,640,4,256,1.0
2,640,4,4096,1.0
2,640,4,65536,1.0
2,640,4,1048576,1.0
2,640,64,256,1.0
2,640,64,4096,1.0
2,640,64,65536,1.0
2,640,64,1048576,1.0
2,656,1,256,1.0
2,656,1,4096,1.0
2,656,1,65536,1.0
2,656,1,1048576,1.0
2,656,2,256,1.0
2,656,2,4096,1.0
2,656,2,65536,1.0
2,656,2,1048576,1.0
2,656,4,256,1.0
2,656,4,4096,1.0
2,656,4,65536,1.0
2,656,4,1048576,1.0
2,656,64,256,1.0
2,656,64,4096,1.0
2,656,64,65536,1.0
2,656,64,1048576,1.0
2,672,1,256,1.0
2,672,1,4096,1.0
2,672,1,65536,1.0
2,672,1,1048576,1.0
2,672,2,256,1.0
2,672,2,4096,1.0
2,672,2,65536,1.0
2,672,2,1048576,1.0
2,672,4,256,1.0
2,672,4,4096,1.0
2,672,4,65536,1.0
2,672,4,1048576,1.0
2,672,64,256,1.0
2,672,64,4096,1.0
2,672,64,65536,1.0
2,672,64,1048576,1.0
2,688,1,256,1.0
2,688,1,4096,1.0
2,688,1,65536,1.0
2,688,1,1048576,1.0
2,688,2,256,1.0
2,688,2,4096,1.0
2,688,2,65536,1.0
2,688,2,1048576,1.0
2,688,4,256,1.0
2,688,4,4096,1.0
2,688,4,65536,1.0
2,688,4,1048576,1.0
2,688,64,256,1.0
2,688,64,4096,1.0
2,688,64,65536,1.0
2,688,64,1048576,1.0
2,704,1,256,1.0
2,704,1,4096,1.0
2,704,1,65536,1.0
2,704,1,1048576,1.0
2,704,2,256,1.0
2,704,2,4096,1.0
2,704,2,65536,1.0
2,704,2,1048576,1.0
2,704,4,256,1.0
2,704,4,4096,1.0
2,704,4,65536,1.0
2,704,4,1048576,1.0
2,704,64,256,1.0
2,704,64,4096,1.0
2,704,64,65536,1.0
2,704,64,1048576,1.0
2,720,1,256,1.0
2,720,1,4096,1.0
2,720,1,65536,1.0
2,720,1,1048576,1.0
2,720,2,256,1.0
2,720,2,4096,1.0
2,720,2,65536,1.0
2,720,2,1048576,1.0
2,720,4,256,1.0
2,720,4,4096,1.0
2,720,4,65536,1.0
2,720,4,1048576,1.0
2,720,64,256,1.0
2,720,64,4096,1.0
2,720,64,65536,1.0
2,720,64,1048576,1.0
2,736,1,256,1.0
2,736,1,4096,1.0
2,736,1,65536,1.0
2,736,1,1048576,1.0
2,736,2,256,1.0
2,736,2,4096,1.0
2,736,2,65536,1.0
2,736,2,1048576,1.0
2,736,4,256,1.0
2,736,4,4096,1.0
2,736,4,65536,1.0
2,736,4,1048576,1.0
2,736,64,256,1.0
2,736,64,4096,1.0
2,736,64,65536,1.0
2,736,64,1048576,1.0
2,752,1,256,1.0
2,752,1,4096,1.0
2,752,1,65536,1.0
2,752,1,1048576,1.0
2,752,2,256,1.0
2,752,2,4096,1.0
2,752,2,65536,1.0
2,752,2,1048576,1.0
2,752,4,256,1.0
2,752,4,4096,1.0
2,752,4,65536,1.0
2,752,4,1048576,1.0
2,752,64,256,1.0
2,752,64,4096,1.0
2,752,64,65536,1.0
2,752,64,1048576,1.0
2,768,1,256,1.0
2,768,1,4096,1.0
2,768,1,65536,1.0
2,768,1,1048576,1.0
2,768,2,256,1.0
2,768,2,4096,1.0
2,768,2,65536,1.0
2,768,2,1048576,1.0
2,768,4,256,1.0
2,768,4,4096,1.0
2,768,4,65536,1.0
2,768,4,1048576,1.0
2,768,64,256,1.0
2,768,64,4096,1.0
2,768,64,65536,1.0
2,768,64,1048576,1.0
2,784,1,256,1.0
2,784,1,4096,1.0
2,784,1,65536,1.0
2,784,1,1048576,1.0
2,784,2,256,1.0
2,784,2,4096,1.0
2,784,2,65536,1.0
2,784,2,1048576,1.0
2,784,4,256,1.0
2,784,4,4096,1.0
2,784,4,65536,1.0
2,784,4,1048576,1.0
2,784,64,256,1.0
2,784,64,4096,1.0
2,784,64,65536,1.0
2,784,64,1048576,1.0
2,800,1,256,1.0
2,800,1,4096,1.0
2,800,1,65536,1.0
2,800,1,1048576,1.0
2,800,2,256,1.0
2,800,2,4096,1.0
2,800,2,65536,1.0
2,800,2,1048576,1.0
2,800,4,256,1.0
2,800,4,4096,1.0
2,800,4,65536,1.0
2,800,4,1048576,1.0
2,800,64,256,1.0
2,800,64,4096,1.0
2,800,64,65536,1.0
2,800,64,1048576,1.0
2,816,1,256,1.0
2,816,1,4096,1.0
2,816,1,65536,1.0
2,816,1,1048576,1.0
2,816,2,256,1.0
2,816,2,4096,1.0
2,816,2,65536,1.0
2,816,2,1048576,1.0
2,816,4,256,1.0
2,816,4,4096,1.0
2,816,4,65536,1.0
2,816,4,1048576,1.0
2,816,64,256,1.0
2,816,64,4096,1.0
2,816,64,65536,1.0
2,816,64,1048576,1.0
2,832,1,256,1.0
2,832,1,4096,1.0
2,832,1,65536,1.0
2,832,1,1048576,1.0
2,832,2,256,1.0
2,832,2,4096,1.0
2,832,2,65536,1.0
2,832,2,1048576,1.0
2,832,4,256,1.0
2,832,4,4096,1.0
2,832,4,65536,1.0
2,832,4,1048576,1.0
2,832,64,256,1.0
2,832,64,4096,1.0
2,832,64,65536,1.0
2,832,64,1048576,1.0
2,848,1,256,1.0
2,848,1,4096,1.0
2,848,1,65536,1.0
2,848,1,1048576,1.0
2,848,2,256,1.0
2,848,2,4096,1.0
2,848,2,65536,1.0
2,848,2,1048576,1.0
2,848,4,256,1.0
2,848,4,4096,1.0
2,848,4,65536,1.0
2,848,4,1048576,1.0
2,848,64,256,1.0
2,848,64,4096,1.0
2,848,64,65536,1.0
2,848,64,1048576,1.0
2,864,1,256,1.0
2,864,1,4096,1.0
2,864,1,65536,1.0
2,864,1,1048576,1.0
2,864,2,256,1.0
2,864,2,4096,1.0
2,864,2,65536,1.0
2,864,2,1048576,1.0
2,864,4,256,1.0
2,864,4,4096,1.0
2,864,4,65536,1.0
2,864,4,1048576,1.0
2,864,64,256,1.0
2,864,64,4096,1.0
2,864,64,65536,1.0
2,864,64,1048576,1.0
2,880,1,256,1.0
2,880,1,4096,1.0
2,880,1,65536,1.0
2,880,1,1048576,1.0
2,880,2,256,1.0
2,880,2,4096,1.0
2,880,2,65536,1.0
2,880,2,1048576,1.0
2,880,4,256,1.0
2,880,4,4096,1.0
2,880,4,65536,1.0
2,880,4,1048576,1.0
2,880,64,256,1.0
2,880,64,4096,1.0
2,880,64,65536,1.0
2,880,64,1048576,1.0
2,896,1,256,1.0
2,896,1,4096,1.0
2,896,1,65536,1.0
2,896,1,1048576,1.0
2,896,2,256,1.0
2,896,2,4096,1.0
2,896,2,65536,1.0
2,896,2,1048576,1.0
2,896,4,256,1.0
2,896,4,4096,1.0
2,896,4,65536,1.0
2,896,4,1048576,1.0
2,896,64,256,1.0
2,896,64,4096,1.0
2,896,64,65536,1.0
2,896,64,1048576,1.0
2,912,1,256,1.0
2,912,1,4096,1.0
2,912,1,65536,1.0
2,912,1,1048576,1.0
2,912,2,256,1.0
2,912,2,4096,1.0
2,912,2,65536,1.0
2,912,2,1048576,1.0
2,912,4,256,1.0
2,912,4,4096,1.0
2,912,4,65536,1.0
2,912,4,1048576,1.0
2,912,64,256,1.0
2,912,64,4096,1.0
2,912,64,65536,1.0
2,912,64,1048576,1.0
2,928,1,256,1.0
2,928,1,4096,1.0
2,928,1,65536,1.0
2,928,1,1048576,1.0
2,928,2,256,1.0
2,928,2,4096,1.0
2,928,2,65536,1.0
2,928,2,1048576,1.0
2,928,4,256,1.0
2,928,4,4096,1.0
2,928,4,65536,1.0
2,928,4,1048576,1.0
2,928,64,256,1.0
2,928,64,4096,1.0
2,928,64,65536,1.0
2,928,64,1048576,1.0
2,944,1,256,1.0
2,944,1,4096,1.0
2,944,1,65536,1.0
2,944,1,1048576,1.0
2,944,2,256,1.0
2,944,2,4096,1.0
2,944,2,65536,1.0
2,944,2,1048576,1.0
2,944,4,256,1.0
2,944,4,4096,1.0
2,944,4,65536,1.0
2,944,4,1048576,1.0
2,944,64,256,1.0
2,944,64,4096,1.0
2,944,64,65536,1.0
2,944,64,1048576,1.0
2,960,1,256,1.0
2,960,1,4096,1.0
2,960,1,65536,1.0
2,960,1,1048576,1.0
2,960,2,256,1.0
2,960,2,4096,1.0
2,960,2,65536,1.0
2,960,2,1048576,1.0
2,960,4,256,1.0
2,960,4,4096,1.0
2,960,4,65536,1.0
2,960,4,1048576,1.0
2,960,64,256,1.0
2,960,64,4096,1.0
2,960,64,65536,1.0
2,960,64,1048576,1.0
2,976,1,256,1.0
2,976,1,4096,1.0
2,976,1,65536,1.0
2,976,1,1048576,1.0
2,976,2,256,1.0
2,976,2,4096,1.0
2,976,2,65536,1.0
2,976,2,1048576,1.0
2,976,4,256,1.0
2,976,4,4096,1.0
2,976,4,65536,1.0
2,976,4,1048576,1.0
2,976,64,256,1.0
2,976,64,4096,1.0
2,976,64,65536,1.0
2,976,64,1048576,1.0
2,992,1,256,1.0
2,992,1,4096,1.0
2,992,1,65536,1.0
2,992,1,1048576,1.0
2,992,2,256,1.0
2,992,2,4096,1.0
2,992,2,65536,1.0
2,992,2,1048576,1.0
2,992,4,256,1.0
2,992,4,4096,1.0
2,992,4,65536,1.0
2,992,4,1048576,1.0
2,992,64,256,1.0
2,992,64,4096,1.0
2,992,64,65536,1.0
2,992,64,1048576,1.0
2,1008,1,256,1.0
2,1008,1,4096,1.0
2,1008,1,65536,1.0
2,1008,1,1048576,1.0
2,1008,2,256,1.0
2,1008,2,4096,1.0
2,1008,2,65536,1.0
2,1008,2,1048576,1.0
2,1008,4,256,1.0
2,1008,4,4096,1.0
2,1008,4,65536,1.0
2,1008,4,1048576,1.0
2,1008,64,256,1.0
2,1008,64,4096,1.0
2,1008,64,65536,1.0
2,1008,64,1048576,1.0
2,1024,1,256,1.0
2,1024,1,4096,1.0
2,1024,1,65536,1.0
2,1024,1,1048576,1.0
2,1024,2,256,1.0
2,1024,2,4096,1.0
2,1024,2,65536,1.0
2,1024,2,1048576,1.0
2,1024,4,256,1.0
2,1024,4,4096,1.0
2,1024,4,65536,1.0
2,1024,4,1048576,1.0
2,1024,64,256,1.0
2,1024,64,4096,1.0
2,1024,64,65536,1.0
2,1024,64,1048576,1.0
3,16,1,256,0.05979567307692308
3,16,1,4096,0.0003125
3,16,1,65536,0.0
3,16,1,1048576,0.0
3,16,2,256,0.25183823529411764
3,16,2,4096,0.009375
3,16,2,65536,0.0003125
3,16,2,1048576,0.0
3,16,4,256,0.31556372549019607
3,16,4,4096,0.015
3,16,4,65536,0.0
3,16,4,1048576,0.0
3,16,64,256,0.3359375
3,16,64,4096,0.010625
3,16,64,65536,0.0
3,16,64,1048576,0.0
3,32,1,256,0.5399639423076923
3,32,1,4096,0.1025
3,32,1,65536,0.00625
3,32,1,1048576,0.0
3,32,2,256,0.8544730392156863
3,32,2,4096,0.4165625
3,32,2,65536,0.063125
3,32,2,1048576,0.0029296875
3,32,4,256,0.9564950980392157
3,32,4,4096,0.6490625
3,32,4,65536,0.1575
3,32,4,1048576,0.007161458333333333
3,32,64,256,0.954375
3,32,64,4096,0.675
3,32,64,65536,0.16549744897959184
3,32,64,1048576,0.009027777777777777
3,48,1,256,0.87890625
3,48,1,4096,0.5428125
3,48,1,65536,0.1503125
3,48,1,1048576,0.017252604166666668
3,48,2,256,0.9856004901960784
3,48,2,4096,0.859375
3,48,2,65536,0.500625
3,48,2,1048576,0.13834635416666666
3,48,4,256,0.9990808823529411
3,48,4,4096,0.9815625
3,48,4,65536,0.8353125
3,48,4,1048576,0.4228515625
3,48,64,256,0.9990625
3,48,64,4096,0.9803125
3,48,64,65536,0.8348214285714286
3,48,64,1048576,0.42291666666666666
3,64,1,256,0.9774639423076923
3,64,1,4096,0.8565625
3,64,1,65536,0.558125
3,64,1,1048576,0.18424479166666666
3,64,2,256,0.9996936274509803
3,64,2,4096,0.9846875
3,64,2,65536,0.8815625
3,64,2,1048576,0.58984375
3,64,4,256,0.9996936274509803
3,64,4,4096,0.999375
3,64,4,65536,0.9846875
3,64,4,1048576,0.8929036458333334
3,64,64,256,1.0
3,64,64,4096,0.9984375
3,64,64,65536,0.9840561224489796
3,64,64,1048576,0.8930555555555556
